Segment,(1) User signed in,(2) offer list page printed
1035253,1,0
1035326,1,0
1035353,1,0
1035363,1,0
1035368,1,0
1035377,1,0
1035387,1,0
1035391,1,0
1035400,1,0
1035405,1,0
1035438,1,0
1035458,1,0
1035465,1,0
1035502,1,0
1035509,1,0
1035515,1,0
1035528,1,0
1035539,1,0
1035593,1,0
1035596,1,0
1035598,1,0
1035618,1,0
1035642,1,0
1035665,1,0
1035686,1,0
1035720,1,0
1035721,1,0
1035730,1,0
1035773,1,0
1035780,1,0
1035799,1,0
1035815,1,0
1035861,1,0
1035880,1,0
1035887,1,0
1035892,1,0
1035906,1,0
1035966,1,0
1035995,1,0
1035999,1,0
1036000,1,0
1036017,1,0
1036027,1,0
1036063,1,0
1036074,1,0
1036132,1,0
1036134,1,0
1036136,1,0
1036140,1,0
1036192,1,0
1036195,1,0
1036210,1,0
1036259,1,0
1036264,1,0
1036282,1,0
1036290,1,0
1036312,1,0
1036357,1,0
1036359,1,0
1036377,1,0
1036455,1,0
1036460,1,0
1036466,1,0
1036551,1,0
1036578,1,0
1036585,1,0
1036622,1,0
1036660,1,0
1036667,1,0
1036679,1,0
1036702,1,0
1036727,1,0
1036737,1,0
1036755,1,0
1036796,1,0
1036828,1,0
1036850,1,0
1036884,1,0
1036923,1,0
1036936,1,0
1036957,1,0
1036960,1,0
1036983,1,0
1036993,1,0
1036996,1,0
1037021,1,0
1037025,1,0
1037057,1,0
1037063,1,0
1037084,1,0
1037088,1,0
1037097,1,0
1037144,1,0
1037149,1,0
1037154,1,0
1037159,1,0
1037167,1,0
1037206,1,0
1037226,1,0
1037270,1,0
1037285,1,0
1037305,1,0
1037341,1,0
1037386,1,0
1037402,1,0
1037430,1,0
1037490,1,0
1037499,1,0
1037504,1,0
1037549,1,0
1037569,1,0
1037580,1,0
1037590,1,0
1037622,1,0
1037657,1,0
1037671,1,0
1037678,1,0
1037682,1,0
1037704,1,0
1037720,1,0
1037746,1,0
1037766,1,0
1037796,1,0
1037798,1,0
1037803,1,0
1037832,1,0
1037833,1,0
1037863,1,0
1037883,1,0
1037897,1,0
1037899,1,0
1037900,1,0
1037906,1,0
1037913,1,0
1037936,1,0
1037942,1,0
1037961,1,0
1038004,1,0
1038036,1,0
1038045,1,0
1038047,1,0
1038049,1,0
1038051,1,0
1038055,1,0
1038091,1,0
1038097,1,0
1038118,1,0
1038123,1,0
1038144,1,0
1038187,1,0
1038224,1,0
1038230,1,0
1038239,1,0
1038262,1,0
1038273,1,0
1038324,1,0
1038329,1,0
1038340,1,0
1038379,1,0
1038430,1,0
1038443,1,0
1038479,1,0
1038513,1,0
1038519,1,0
1038541,1,0
1038542,1,0
1038546,1,0
1038579,1,0
1038618,1,0
1038621,1,0
1038673,1,0
1038676,1,0
1038682,1,0
1038684,1,0
1038723,1,0
1038740,1,0
1038776,1,0
1038828,1,0
1038836,1,0
1038859,1,0
1038932,1,0
1038936,1,0
1038938,1,0
1038968,1,0
1038991,1,0
1039007,1,0
1039052,1,0
1039068,1,0
1039077,1,0
1039086,1,0
1039112,1,0
1039119,1,0
1039155,1,0
1039162,1,0
1039181,1,0
1039206,1,0
1039207,1,0
1039216,1,0
1039236,1,0
1039247,1,0
1039251,1,0
1039299,1,0
1039300,1,0
1039303,1,0
1039313,1,0
1039346,1,0
1039359,1,0
1039378,1,0
1039396,1,0
1039399,1,0
1039420,1,0
1039445,1,0
1039457,1,0
1039491,1,0
1039508,1,0
1039512,1,0
1039532,1,0
1039534,1,0
1039562,1,0
1039578,1,0
1039593,1,0
1039599,2,0
1039626,1,0
1039642,1,0
1039664,1,0
1039667,1,0
1039718,1,0
1039765,1,0
1039781,1,0
1039787,1,0
1039795,1,0
1039807,1,0
1039809,1,0
1039818,1,0
1039834,1,0
1039848,1,0
1039873,1,0
1039911,1,0
1039928,1,0
1039931,1,0
1039939,1,0
1039946,1,0
1039966,1,0
1039968,1,0
1039978,1,0
1039993,1,0
1040001,1,0
1040032,1,0
1040066,1,0
1040067,1,0
1040079,1,0
1040085,1,0
1040086,1,0
1040128,1,0
1040130,1,0
1040156,1,0
1040159,1,0
104022,1,0
1040222,1,0
1040229,1,0
1040259,1,0
1040260,1,0
1040274,1,0
1040294,1,0
1040297,1,0
1040298,1,0
1040379,1,0
1040386,1,0
1040400,1,0
1040404,1,0
1040425,1,0
1040438,1,0
1040442,1,0
1040461,1,0
1040468,1,0
1040484,1,0
1040493,1,0
1040520,1,0
1040530,1,0
1040553,1,0
1040566,1,0
1040575,1,0
1040579,1,0
1040586,1,0
1040596,1,0
1040599,1,0
1040604,1,0
1040636,1,0
1040638,1,0
1040644,1,0
1040653,1,0
1040691,1,0
1040753,1,0
1040756,1,0
1040806,1,0
1040818,1,0
1040825,1,0
1040846,1,0
1040851,1,0
1040858,1,0
1040890,1,0
1040904,1,0
1040915,1,0
1040933,1,0
1040949,1,0
1041001,1,0
1041015,1,0
1041025,1,0
1041029,1,0
1041058,1,0
1041060,1,0
1041084,1,0
1041092,1,0
1041111,1,0
1041116,1,0
1041117,1,0
1041137,1,0
1041153,1,0
1041164,1,0
1041168,1,0
1041244,1,0
1041248,1,0
1041249,1,0
1041277,1,0
1041315,1,0
1041346,1,0
1041390,1,0
1041391,1,0
1041413,1,0
1041437,1,0
1041451,1,0
1041456,1,0
1041535,1,0
1041548,1,0
1041553,1,0
1041562,1,0
1041574,1,0
1041620,1,0
1041632,1,0
1041646,1,0
1041655,1,0
1041656,1,0
1041659,1,0
1041661,1,0
1041671,1,0
1041679,1,0
1041695,1,0
1041698,1,0
1041726,1,0
1041754,1,0
1041771,1,0
1041817,1,0
1041838,1,0
104184,1,0
1041857,1,0
1041870,1,0
1041878,1,0
1041881,1,0
1041918,1,0
1041954,1,0
1041955,1,0
1041960,1,0
104198,1,0
1041986,1,0
1042029,1,0
1042040,1,0
1042057,1,0
1042075,1,0
1042090,1,0
1042092,1,0
1042099,1,0
1042108,1,0
1042120,1,0
1042163,1,0
1042210,1,0
1042213,1,0
1042240,1,0
1042268,1,0
1042281,1,0
1042320,1,0
1042335,1,0
1042346,1,0
1042385,1,0
1042393,1,0
1042406,1,0
1042410,1,0
1042416,1,0
1042481,1,0
1042501,1,0
1042561,1,0
1042592,1,0
1042602,1,0
1042687,1,0
1042698,1,0
1042704,1,0
1042731,1,0
1042733,1,0
1042737,1,0
1042809,1,0
1042828,1,0
1042868,1,0
1042886,1,0
1042887,1,0
1042892,1,0
1042941,1,0
1042957,1,0
1042993,1,0
1042995,1,0
1043002,1,0
1043004,1,0
1043010,1,0
1043013,1,0
1043032,1,0
1043060,1,0
1043088,1,0
1043119,1,0
1043170,1,0
1043201,1,0
1043209,1,0
1043216,1,0
1043221,1,0
1043223,1,0
1043234,1,0
1043254,1,0
1043274,1,0
1043288,1,0
1043303,1,0
1043327,1,0
1043329,1,0
1043357,1,0
1043371,1,0
1043372,1,0
1043432,1,0
1043474,1,0
1043493,1,0
1043496,1,0
1043555,1,0
1043580,1,0
1043603,1,0
1043612,1,0
1043618,1,0
1043636,1,0
1043637,1,0
1043663,1,0
1043713,1,0
1043763,1,0
1043776,1,0
1043781,1,0
1043796,1,0
1043801,1,0
1043821,1,0
1043871,1,0
1043888,1,0
1043896,1,0
1043903,1,0
1043904,1,0
1043918,1,0
1043932,1,0
1043940,1,0
1043978,1,0
1043981,1,0
1043996,1,0
1044002,1,0
1044014,1,0
1044019,1,0
1044024,1,0
1044056,1,0
1044104,1,0
1044124,1,0
1044143,1,0
1044148,1,0
1044150,1,0
1044175,1,0
1044198,1,0
1044228,1,0
1044233,1,0
1044238,1,0
1044248,1,0
1044255,1,0
1044314,1,0
1044329,1,0
1044387,1,0
1044416,1,0
1044423,1,0
1044443,1,0
1044445,1,0
1044465,1,0
1044470,1,0
1044471,1,0
1044496,1,0
1044550,1,0
1044562,1,0
1044605,1,0
1044629,1,0
1044661,1,0
1044737,1,0
1044771,1,0
1044829,1,0
1044845,1,0
1044856,1,0
1044880,1,0
1044898,1,0
1044899,1,0
1044930,1,0
1044988,1,0
1045035,1,0
1045063,1,0
1045079,1,0
1045128,1,0
1045150,1,0
1045161,1,0
1045175,1,0
1045194,1,0
1045205,1,0
1045213,1,0
1045216,1,0
1045244,1,0
1045271,1,0
1045273,1,0
1045344,1,0
1045348,1,0
1045389,1,0
1045404,1,0
1045411,1,0
1045425,1,0
1045450,1,0
1045461,1,0
1045484,1,0
1045492,1,0
1045511,1,0
1045534,1,0
1045550,1,0
1045575,1,0
1045590,1,0
1045607,1,0
1045608,1,0
1045648,1,0
1045664,1,0
1045670,1,0
1045685,1,0
1045726,1,0
1045736,1,0
1045741,1,0
1045742,1,0
1045751,1,0
1045761,1,0
1045769,1,0
1045794,1,0
1045798,1,0
1045799,1,0
1045825,1,0
1045840,1,0
1045864,1,0
1045893,1,0
1045906,1,0
104591,1,0
1045929,1,0
1045935,1,0
1045942,1,0
1045965,1,0
1045969,1,0
1045991,1,0
1046013,1,0
1046025,1,0
1046026,1,0
1046027,1,0
1046030,1,0
1046036,1,0
1046042,1,0
1046111,1,0
1046114,1,0
1046129,1,0
1046143,1,0
1046176,1,0
1046180,1,0
1046228,1,0
1046238,1,0
1046242,1,0
1046245,1,0
1046266,1,0
1046280,1,0
1046290,1,0
1046294,1,0
1046303,1,0
1046348,1,0
1046349,1,0
1046396,1,0
1046416,1,0
1046441,1,0
1046476,1,0
1046489,1,0
1046490,1,0
1046518,1,0
1046519,1,0
1046543,2,0
1046609,1,0
1046614,1,0
1046642,1,0
1046679,1,0
1046686,1,0
1046688,1,0
1046733,1,0
1046765,1,0
1046787,1,0
1046804,1,0
1046815,1,0
1046835,1,0
1046853,1,0
1046875,1,0
1046884,1,0
1046904,1,0
1046950,1,0
1046952,1,0
1046970,1,0
1047001,1,0
1047025,1,0
1047062,1,0
1047164,1,0
1047182,1,0
1047201,1,0
1047272,1,0
1047277,1,0
1047304,1,0
1047361,1,0
1047363,1,0
1047423,1,0
1047442,1,0
1047443,1,0
1047444,1,0
1047449,1,0
1047478,1,0
1047495,1,0
1047506,1,0
1047528,1,0
1047548,1,0
1047559,1,0
1047561,1,0
1047588,1,0
1047616,1,0
1047628,1,0
1047636,1,0
1047659,1,0
1047671,1,0
1047682,1,0
1047683,1,0
1047705,1,0
1047707,1,0
1047725,1,0
1047743,1,0
1047753,1,0
1047778,1,0
1047791,1,0
1047792,1,0
1047812,1,0
1047835,1,0
1047870,1,0
1047926,1,0
1047938,1,0
1047954,1,0
1047969,1,0
1047989,1,0
1047991,1,0
1048005,1,0
1048017,1,0
1048028,1,0
1048031,1,0
1048063,1,0
1048087,1,0
1048108,1,0
1048122,1,0
1048139,1,0
1048154,1,0
1048178,1,0
1048198,1,0
1048242,1,0
1048295,1,0
1048296,1,0
1048307,1,0
1048308,1,0
1048322,1,0
1048329,1,0
1048336,1,0
1048353,1,0
1048376,1,0
1048387,1,0
1048390,1,0
1048422,1,0
104844,1,0
1048448,1,0
1048466,1,0
1048523,1,0
1048525,1,0
1048555,1,0
1048578,1,0
1048612,1,0
1048616,1,0
1048629,1,0
1048638,1,0
1048662,1,0
1048696,1,0
1048702,1,0
1048716,1,0
1048730,1,0
1048733,1,0
1048734,1,0
1048741,1,0
1048743,1,0
1048755,1,0
1048782,1,0
1048798,1,0
1048809,1,0
1048826,1,0
1048830,1,0
1048900,1,0
1048902,1,0
1048924,1,0
1048947,1,0
1048951,1,0
1049046,1,0
1049086,1,0
1049087,1,0
1049111,1,0
1049146,1,0
1049163,1,0
1049269,1,0
1049294,1,0
1049297,1,0
1049311,1,0
1049378,1,0
1049403,1,0
1049419,1,0
1049451,1,0
1049464,1,0
1049503,1,0
1049516,1,0
1049518,1,0
1049520,1,0
1049561,1,0
1049575,1,0
1049593,1,0
1049607,1,0
1049615,1,0
1049625,1,0
1049663,1,0
1049664,1,0
1049707,1,0
1049721,1,0
1049724,1,0
1049784,1,0
1049809,1,0
1049831,1,0
1049834,1,0
1049853,1,0
1049867,1,0
1049876,1,0
1049885,1,1
1049927,1,0
1049948,1,0
1049966,1,0
1049969,1,0
1050000,1,0
1050010,1,0
1050028,1,0
1050029,1,0
1050054,1,0
105006,1,0
1050066,1,0
1050067,1,0
1050078,1,0
1050094,1,0
1050101,1,0
1050127,1,0
1050140,1,0
1050152,1,0
1050154,1,0
1050190,1,0
1050231,1,0
1050241,1,0
1050245,1,0
1050278,1,0
1050285,1,0
1050310,1,0
1050319,1,0
1050372,1,0
1050380,1,0
1050421,1,0
1050429,1,0
1050433,1,0
1050477,1,0
1050558,1,0
1050560,1,0
1050565,1,0
1050574,1,0
1050577,1,0
1050607,1,0
1050613,1,0
1050615,1,0
1050645,1,0
1050674,1,0
1050683,1,0
1050765,1,0
1050770,1,0
1050802,1,0
1050826,1,0
1050830,1,0
1050903,1,0
1050909,1,0
1050911,1,0
1050931,1,0
1050940,1,0
1050954,1,0
1050986,1,0
1050990,1,0
1051005,1,0
1051008,1,0
1051041,1,0
1051061,1,0
1051076,1,0
1051122,1,0
1051127,1,0
1051129,1,0
1051214,1,0
1051224,1,0
1051231,1,0
1051234,1,0
1051235,1,0
1051262,1,0
1051302,1,0
1051313,1,0
1051315,1,0
1051317,1,0
1051319,1,0
1051326,1,0
1051349,1,0
1051377,1,0
1051385,1,0
1051403,1,0
1051415,1,0
1051438,1,0
1051458,1,0
1051480,1,0
1051503,1,0
1051509,1,0
1051517,1,0
1051550,1,0
1051569,1,0
1051570,1,0
1051576,1,0
1051585,1,0
1051613,1,0
1051655,1,0
1051668,1,0
1051685,1,0
1051719,1,0
1051743,1,0
1051797,1,0
1051827,1,0
1051904,1,0
1051919,1,0
1051951,1,0
1051970,1,0
1052035,1,0
1052049,1,0
1052050,1,0
1052055,1,0
1052068,1,0
1052081,1,0
1052091,1,0
1052132,1,0
1052139,1,0
1052184,1,0
1052189,1,0
1052192,1,0
1052195,1,0
1052208,1,0
1052211,1,0
1052216,1,0
1052228,1,0
1052237,1,0
1052249,1,0
1052259,1,0
1052288,1,0
1052303,1,0
1052317,1,0
1052329,1,0
1052330,1,0
1052349,1,0
1052355,1,0
1052385,1,0
1052394,1,0
1052397,1,0
1052434,1,0
1052442,1,0
1052488,1,0
1052489,1,0
1052496,1,0
1052499,1,0
1052505,1,0
1052517,1,0
1052539,1,0
1052550,1,0
1052554,1,0
1052562,1,0
1052582,1,0
1052608,1,0
1052610,1,0
1052615,1,0
1052622,1,0
1052627,1,0
1052651,1,0
1052736,1,0
1052742,1,0
1052746,1,0
1052773,1,0
1052782,1,0
1052795,1,0
1052856,1,0
1052863,1,0
1052869,1,0
1052882,1,0
1052890,1,0
1052956,1,0
1052968,1,0
1052988,1,0
1053000,1,0
1053049,1,0
1053074,1,0
1053086,1,0
1053113,1,0
1053195,1,0
1053220,1,0
1053234,1,0
1053243,1,0
1053298,1,0
1053308,1,0
1053311,1,0
1053367,1,0
1053401,1,0
1053408,1,0
1053486,1,0
1053489,1,0
1053507,1,0
1053573,1,0
1053603,1,0
1053618,1,0
1053623,1,0
1053680,1,0
1053712,1,0
1053723,1,0
1053724,1,0
1053735,1,0
1053765,1,0
1053768,1,0
1053775,1,0
1053782,1,0
1053785,1,0
1053802,1,0
1053818,1,0
1053897,1,0
1053899,1,0
1053905,1,0
1053935,1,0
1053942,1,0
1053943,1,0
1053971,1,0
1053977,1,0
1053979,1,0
1054012,1,0
1054013,1,0
1054044,1,0
1054054,1,0
1054060,1,0
1054093,1,0
1054101,1,0
1054119,1,0
1054134,1,0
1054148,1,0
1054170,1,0
1054229,1,0
1054233,1,0
1054244,1,0
1054247,1,0
1054255,1,0
1054274,1,0
1054288,1,0
1054295,1,0
1054298,1,0
1054301,1,0
1054309,1,0
1054318,1,0
1054321,1,0
1054350,1,0
1054365,1,0
1054376,1,0
1054384,1,0
1054395,1,0
1054401,1,0
1054403,1,0
1054442,1,0
1054455,1,0
1054456,1,0
1054524,1,0
1054557,1,0
1054564,1,0
1054580,1,0
1054614,1,0
1054740,1,0
1054745,1,0
1054757,1,0
1054758,1,0
1054778,1,0
1054793,1,0
1054794,1,0
10548,1,0
1054837,1,0
1054858,1,0
1054884,1,0
1054917,1,0
1054924,1,0
1054955,1,0
1054967,1,0
1054984,1,0
1055001,1,0
1055045,1,0
1055090,1,0
1055097,1,0
1055110,1,0
1055119,1,0
1055144,1,0
1055156,1,0
1055191,1,0
1055221,1,0
1055233,1,0
1055237,1,0
1055247,1,0
1055299,1,0
1055340,1,0
1055387,1,0
1055439,1,0
1055451,1,0
1055475,1,0
1055493,1,0
1055514,1,0
1055538,1,0
1055545,1,0
1055546,1,0
105556,1,0
1055560,1,0
1055581,1,0
1055607,1,0
1055608,1,0
1055615,1,0
1055625,1,0
1055629,1,0
1055637,1,0
1055643,1,0
1055671,1,0
1055676,1,0
1055692,1,1
1055704,1,0
1055727,1,0
1055750,1,0
1055752,1,0
1055771,1,0
1055804,1,0
1055872,1,0
1055880,1,0
1055889,1,0
1055892,1,0
105590,1,0
1055900,1,0
1055902,1,0
1055980,1,0
1056003,1,0
1056026,1,0
1056060,1,0
1056157,1,0
1056181,1,0
1056204,1,0
1056208,1,0
1056304,1,0
1056350,1,0
1056366,1,0
1056378,1,0
1056384,1,0
1056411,1,0
1056449,1,0
1056459,1,0
1056464,1,0
1056467,1,0
1056485,1,0
1056494,1,0
1056518,1,0
1056544,1,0
1056581,1,0
1056611,1,0
1056632,1,0
1056660,1,0
1056680,1,0
1056722,1,0
1056726,1,0
1056740,1,0
1056751,1,0
1056834,1,0
1056835,1,0
1056838,1,0
1056839,1,0
1056847,1,0
1056892,1,0
1056907,1,0
1056914,1,0
1056915,1,0
1056958,1,0
1056963,1,0
1056987,1,0
1057010,1,0
1057035,1,0
1057038,1,0
1057062,1,0
1057064,1,0
1057076,1,0
1057097,1,0
1057121,1,0
1057143,1,0
1057152,1,0
1057181,1,0
1057194,1,0
1057240,1,0
1057245,1,0
1057348,1,0
1057350,1,0
1057454,1,0
1057503,1,0
1057513,1,0
1057586,1,0
1057629,1,0
1057655,1,0
1057660,1,0
1057683,1,0
1057689,1,0
1057710,1,0
1057714,1,0
1057733,1,0
1057737,1,0
1057748,1,0
1057752,1,0
1057759,1,0
1057762,1,0
1057779,1,0
1057790,1,0
1057812,1,0
1057833,1,0
1057879,1,0
1057887,1,0
1057898,1,0
1057921,1,0
1057931,1,0
1057978,1,0
1058002,1,0
1058051,1,0
1058055,1,0
1058063,1,0
1058074,1,0
1058107,1,0
1058168,1,0
1058175,1,0
1058176,1,0
1058227,1,0
1058232,1,0
1058273,1,0
1058281,1,0
1058292,1,0
1058328,1,0
1058339,1,0
1058356,1,0
1058363,1,0
1058368,1,0
1058397,1,0
1058413,1,0
1058415,1,0
1058470,1,0
1058471,1,0
1058507,1,0
1058529,1,0
1058534,1,0
1058536,1,0
1058570,1,0
1058587,1,0
1058593,1,0
1058607,1,0
1058638,1,0
1058653,1,0
1058655,1,0
1058666,1,0
1058713,1,0
1058757,1,0
1058779,1,0
1058785,1,0
1058786,1,0
1058826,1,0
1058844,1,0
1058854,1,0
1058915,1,0
1058923,1,0
1058956,1,0
1058981,1,0
1059000,1,0
1059015,1,0
1059019,1,0
1059060,1,0
1059102,1,0
1059123,1,0
1059128,1,0
1059140,1,0
1059167,1,0
1059181,1,0
1059200,1,0
1059204,1,0
1059228,1,0
1059270,1,0
1059272,1,0
1059333,1,0
1059335,1,0
1059363,1,0
1059400,1,0
1059408,1,0
1059531,1,0
1059579,1,0
1059586,1,0
1059612,1,0
1059632,1,0
1059636,1,0
1059665,1,0
1059684,1,0
1059685,1,0
1059711,1,0
1059738,1,0
1059747,1,0
1059751,1,0
1059791,1,0
1059817,1,0
1059828,1,0
1059891,1,0
1059898,1,0
1059905,1,0
1059937,1,0
1059977,1,0
1059990,1,0
1059999,1,0
1060179,1,0
1060220,1,0
1060226,1,0
1060247,1,0
1060250,1,0
1060252,1,0
1060254,1,0
1060255,1,0
1060262,1,0
1060298,1,0
1060317,1,0
1060343,1,0
1060357,1,0
1060384,1,0
1060389,1,0
1060394,1,0
1060504,1,0
1060514,1,0
1060564,1,0
1060566,1,0
1060574,1,0
1060604,1,0
1060613,1,0
1060631,1,0
1060650,1,0
1060675,1,0
1060723,1,0
1060740,1,0
1060786,1,0
1060788,1,0
1060792,1,0
1060797,1,0
1060807,1,0
1060819,1,0
106082,1,0
1060825,1,0
1060833,1,0
1060916,1,0
1060929,1,0
1060935,1,0
1060955,1,0
1060973,1,0
1060975,1,0
1061002,1,0
1061006,1,0
1061025,1,0
1061031,1,0
1061041,1,0
1061064,1,0
1061068,1,0
1061085,1,0
1061137,1,0
1061140,1,0
1061150,1,0
1061211,1,0
1061213,1,0
1061214,1,0
1061246,1,0
1061305,1,0
1061369,1,0
1061387,1,0
1061465,1,0
1061479,1,0
1061502,1,0
1061506,1,0
1061531,1,0
1061560,1,0
1061564,1,0
1061596,1,0
1061622,1,0
1061641,1,0
1061650,1,0
1061656,1,0
1061687,1,0
1061730,1,0
1061746,1,0
1061758,1,0
1061769,1,0
1061796,1,0
1061808,1,0
1061813,1,0
1061846,1,0
1061859,1,0
1061874,1,0
1061984,1,0
1062003,1,0
1062010,1,0
1062053,1,0
1062054,1,0
1062059,1,0
1062113,1,0
1062116,1,0
1062120,1,0
1062141,1,0
1062143,1,0
1062187,1,0
1062199,1,0
1062213,1,0
1062246,1,0
1062252,1,0
1062260,1,0
1062261,1,0
1062280,1,0
1062297,1,0
1062325,1,0
1062363,1,0
1062369,1,0
1062386,1,0
1062431,1,0
1062453,1,0
1062499,1,0
1062504,1,0
1062518,1,0
1062522,1,0
1062552,1,0
1062553,1,0
1062562,1,0
1062571,1,0
1062579,1,0
1062620,1,0
1062664,1,0
1062685,1,0
1062697,1,0
1062717,1,0
1062795,1,0
1062796,1,0
1062833,1,0
1062922,1,0
1062969,1,0
1062974,1,0
1062993,1,0
1063003,1,0
1063053,1,0
1063101,1,0
1063107,1,0
1063148,1,0
1063156,1,0
1063167,1,0
1063170,1,0
1063171,1,0
1063198,1,0
1063205,1,0
1063272,1,0
1063328,1,0
1063382,1,0
1063395,1,0
1063401,1,0
1063411,1,0
1063428,1,0
1063456,1,0
1063471,1,0
1063505,1,0
1063531,1,0
1063549,1,0
1063557,1,0
1063559,1,0
1063592,1,0
1063597,1,0
1063598,1,0
1063609,1,0
1063683,1,0
1063689,1,0
1063729,1,0
1063815,1,0
1063828,1,0
1063831,1,0
1063839,1,0
1063845,1,0
1063865,1,0
1063871,1,0
1063924,1,0
1063950,1,0
1063977,1,0
1064025,1,0
1064043,1,0
1064045,1,0
1064050,1,0
1064071,1,0
1064075,1,0
1064134,1,0
1064142,1,0
1064221,1,0
1064230,1,0
1064232,1,0
1064235,1,0
1064238,1,0
1064257,1,0
1064268,1,0
1064286,1,0
1064333,1,0
1064443,1,0
1064455,1,0
1064460,1,0
1064486,1,0
1064610,1,0
1064613,1,0
1064626,1,0
1064664,1,0
1064666,1,0
1064686,1,0
1064693,1,0
1064698,1,0
1064704,1,0
1064720,1,0
1064745,1,0
1064774,1,0
1064777,1,1
1064799,1,0
1064829,1,0
1064856,1,0
1064873,1,0
1064879,1,0
1064904,1,0
1064923,1,0
1064937,1,0
1064957,1,0
1064976,1,0
1064977,1,0
1064989,1,0
1065001,1,0
1065035,1,0
1065040,1,0
1065055,1,0
1065102,1,0
1065233,1,0
1065257,1,0
1065261,1,0
1065263,1,0
1065274,1,0
1065281,1,0
1065298,1,0
1065301,1,0
1065326,1,0
1065337,1,0
1065341,1,0
1065348,1,1
1065371,1,0
1065374,1,0
1065412,1,0
1065439,1,0
1065479,2,0
1065500,1,0
1065532,1,0
1065584,1,0
1065596,1,0
1065600,1,0
1065611,1,0
1065650,1,0
1065657,1,0
1065659,1,0
1065690,1,0
1065728,1,0
1065735,1,0
1065744,1,0
1065759,1,0
1065780,1,0
1065783,1,0
1065833,1,0
1065836,1,0
1065863,1,0
1065902,1,0
1065919,1,0
1065925,1,0
1065949,1,0
1065965,1,0
1065998,1,0
1066033,1,0
1066042,1,0
1066080,1,0
1066143,1,0
1066158,1,0
1066162,1,0
1066173,1,0
1066188,1,0
1066231,1,0
1066238,1,0
1066247,1,0
1066253,1,0
1066265,1,0
1066311,1,0
1066323,1,0
1066354,1,0
1066393,1,0
1066404,1,0
1066409,1,0
1066418,1,0
1066421,1,0
1066455,1,0
1066473,1,0
1066476,1,0
1066512,1,0
1066520,1,0
1066533,1,0
1066547,1,0
1066582,1,0
1066595,1,0
1066621,1,0
1066636,1,0
1066651,1,0
1066656,1,0
1066667,1,0
1066681,1,0
1066688,1,0
1066724,1,0
1066735,1,0
1066739,1,0
1066769,1,0
1066780,1,0
1066808,1,0
1066809,1,0
1066859,1,0
1066919,1,0
1066947,1,0
1067008,1,0
1067024,1,0
1067037,1,0
1067038,1,0
1067075,1,0
1067082,1,0
1067116,1,0
1067131,1,0
1067163,1,0
1067170,1,0
1067183,1,0
1067187,1,0
1067240,1,0
1067260,1,0
1067267,1,0
1067287,1,0
1067333,1,0
1067394,1,0
1067409,1,0
1067418,1,0
1067495,1,0
1067621,1,0
1067630,1,0
1067658,1,0
1067731,1,0
1067781,1,0
1067789,1,0
1067796,1,0
1067807,1,0
1067811,1,0
1067843,1,0
1067860,1,0
1067869,1,0
1067887,1,0
1067895,1,0
1067916,1,0
1067918,1,0
1067931,1,0
1067933,1,0
1068028,1,0
1068043,1,0
1068065,1,0
1068090,1,0
1068105,1,0
1068112,1,0
1068161,1,0
1068169,1,0
1068184,1,0
1068201,1,0
1068205,1,0
1068241,1,0
1068260,1,0
1068312,1,0
1068336,1,0
1068372,1,0
1068384,1,0
1068402,1,0
1068444,1,0
1068445,1,0
1068448,1,0
1068468,1,0
1068500,1,0
1068517,1,0
106852,1,0
1068522,1,0
1068533,1,0
1068543,1,0
1068554,1,0
1068574,1,0
1068607,1,0
1068618,1,0
1068651,1,0
1068676,1,0
1068690,1,0
1068692,1,0
1068745,1,0
1068784,1,0
1068787,1,0
1068793,1,0
1068817,1,0
1068877,1,0
1068897,1,0
1068936,1,0
1068955,1,0
1068978,1,0
1069009,1,0
1069040,1,0
1069070,1,0
1069149,1,0
1069157,1,0
1069176,1,0
1069186,1,0
1069189,1,0
1069196,1,0
1069205,1,0
1069240,1,0
1069261,1,0
1069276,1,0
1069278,1,0
1069312,1,0
1069350,1,0
1069381,1,0
1069391,1,0
1069399,1,0
1069414,1,0
1069415,1,0
1069419,1,0
1069422,1,0
1069425,1,0
1069433,1,0
1069435,1,0
1069444,1,0
1069456,1,0
1069472,1,0
1069496,1,0
1069527,1,0
1069537,1,0
1069568,1,0
1069573,1,0
1069582,1,0
1069622,1,0
1069628,1,0
1069669,1,0
1069678,1,0
1069698,1,0
1069702,1,0
1069724,1,0
1069770,1,0
1069830,1,0
1069834,1,0
1069835,1,0
1069852,1,0
1069885,1,0
1069966,1,0
1070021,1,0
1070023,1,0
1070040,1,0
1070075,1,0
1070088,1,0
1070092,1,0
1070138,1,0
1070205,1,0
1070211,1,0
1070221,1,0
1070246,1,0
1070251,1,0
1070277,1,0
1070289,1,0
1070293,1,0
1070310,1,0
1070322,1,0
1070323,1,0
1070375,1,0
1070396,1,0
1070405,1,0
1070406,1,0
1070409,1,0
1070431,1,0
1070442,1,0
1070444,1,0
1070533,1,0
1070560,1,0
1070603,1,0
1070624,1,0
1070630,1,0
1070638,1,0
1070670,1,0
1070686,1,0
1070697,1,0
1070712,1,0
1070726,1,0
1070759,1,0
1070775,1,0
1070819,1,0
1070823,1,0
1070862,1,0
1070873,1,0
1070875,1,0
1070884,1,0
1070891,1,0
1070903,1,0
1070927,1,0
1070969,1,0
1071001,1,0
1071016,1,0
1071028,1,0
